Draw Date,Draw#,Numbers,PowerBall,Multiplier,Jackpot,Wins,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5
2019-06-12,1860,8-9-21-26-27,3,,3055520.32,0.0,8,9,21,26,27
2019-06-15,1861,2-12-25-29-30,5,,3655555.28,0.0,2,12,25,29,30
2019-06-19,1862,1-6-8-30-35,2,,4075540.33,0.0,1,6,8,30,35
2019-06-22,1863,15-16-23-26-32,8,,4653805.32,1.0,15,16,23,26,32
2019-06-26,1864,12-19-23-29-31,5,,2000000.0,1.0,12,19,23,29,31
2019-06-29,1865,5-6-11-13-34,5,,2000000.0,0.0,5,6,11,13,34
2019-07-03,1866,3-11-13-28-34,1,,2000000.0,0.0,3,11,13,28,34
2019-07-06,1867,20-23-27-28-30,8,,2000000.0,0.0,20,23,27,28,30
2019-07-10,1868,7-15-27-28-30,1,,2000000.0,0.0,7,15,27,28,30
2019-07-13,1869,3-5-7-8-23,1,,2411751.95,0.0,3,5,7,8,23
2019-07-17,1870,5-12-23-26-29,7,,2871024.15,0.0,5,12,23,26,29
2019-07-20,1871,5-6-28-29-34,2,,3440454.6,0.0,5,6,28,29,34
2019-07-24,1872,4-8-12-25-31,4,,3942224.39,0.0,4,8,12,25,31
2019-07-27,1873,10-12-13-15-25,3,,4563269.7,0.0,10,12,13,15,25
2019-07-31,1874,5-8-23-27-30,1,,5144637.41,0.0,5,8,23,27,30
2019-08-03,1875,9-12-26-31-32,7,,5880770.24,0.0,9,12,26,31,32
2019-08-07,1876,3-12-19-23-30,2,,6558926.61,0.0,3,12,19,23,30
2019-08-10,1877,1-5-15-18-28,4,,7381779.49,0.0,1,5,15,18,28
2019-08-14,1878,4-5-6-14-16,10,,8156853.46,0.0,4,5,6,14,16
2019-08-17,1879,5-7-12-14-15,7,,9163939.32,1.0,5,7,12,14,15
2019-08-21,1880,1-7-13-17-30,8,,2000000.0,0.0,1,7,13,17,30
2019-08-24,1881,4-23-25-31-32,1,,2000000.0,0.0,4,23,25,31,32
2019-08-28,1882,4-10-21-28-31,2,,2000000.0,0.0,4,10,21,28,31
2019-08-31,1883,5-14-22-28-34,5,,2000000.0,0.0,5,14,22,28,34
2019-09-04,1884,15-21-24-28-29,6,,2247138.35,0.0,15,21,24,28,29
2019-09-07,1885,1-5-14-16-28,1,,2802768.1,0.0,1,5,14,16,28
2019-09-11,1886,11-12-25-30-31,3,,3274999.33,1.0,11,12,25,30,31
2019-09-14,1887,9-12-27-30-33,7,,2000000.0,0.0,9,12,27,30,33
2019-09-18,1888,1-14-16-21-31,6,,2000000.0,0.0,1,14,16,21,31
2019-09-21,1889,8-13-14-29-31,3,,2000000.0,0.0,8,13,14,29,31
2019-09-25,1890,1-3-4-8-15,9,,2000000.0,0.0,1,3,4,8,15
2019-09-28,1891,4-8-12-15-25,7,,2307115.53,0.0,4,8,12,15,25
2019-10-02,1892,3-23-25-26-28,6,,2778415.11,0.0,3,23,25,26,28
2019-10-05,1893,1-6-16-24-26,4,,3357379.86,0.0,1,6,16,24,26
2019-10-09,1894,2-4-26-29-30,9,,3850557.45,0.0,2,4,26,29,30
2019-10-12,1895,9-15-19-20-21,4,,4483881.04,0.0,9,15,19,20,21
2019-10-16,1896,9-13-18-28-35,7,,5093249.17,0.0,9,13,18,28,35
2019-10-19,1897,6-16-20-29-31,8,,5822548.67,0.0,6,16,20,29,31
2019-10-23,1898,7-11-16-29-32,8,,6478900.68,0.0,7,11,16,29,32
2019-10-26,1899,25-27-29-30-34,9,,7370393.92,1.0,25,27,29,30,34
2019-10-30,1900,3-4-7-15-22,8,,2000000.0,0.0,3,4,7,15,22
2019-11-02,1901,6-12-17-26-33,2,,2000000.0,0.0,6,12,17,26,33
2019-11-06,1902,7-8-15-17-31,1,,2000000.0,0.0,7,8,15,17,31
2019-11-09,1903,4-6-11-24-34,7,,2000000.0,0.0,4,6,11,24,34
2019-11-13,1904,9-18-19-23-33,10,,2302803.92,0.0,9,18,19,23,33
2019-11-16,1905,5-11-24-25-34,9,,2859396.12,0.0,5,11,24,25,34
2019-11-20,1906,5-7-8-25-28,1,,,,5,7,8,25,28
2019-11-23,1907,7-14-21-32-33,6,,3916843.15,0.0,7,14,21,32,33
2019-11-27,1908,2-5-9-29-35,10,,4453632.79,0.0,2,5,9,29,35
2019-11-30,1909,1-9-16-30-33,7,,5172087.29,0.0,1,9,16,30,33
2019-12-04,1910,3-9-14-26-33,5,,,,3,9,14,26,33
2019-12-07,1911,15-16-21-30-31,1,,6593981.04,0.0,15,16,21,30,31
2019-12-11,1912,10-15-19-23-32,1,,7261684.86,0.0,10,15,19,23,32
2019-12-14,1913,1-15-22-30-32,10,,8172539.37,0.0,1,15,22,30,32
2019-12-18,1914,9-11-12-14-29,6,,9089384.17,0.0,9,11,12,14,29
2019-12-21,1915,7-13-16-19-26,4,,10232667.65,0.0,7,13,16,19,26
2019-12-28,1916,9-10-25-31-32,6,,11764059.64,0.0,9,10,25,31,32
2020-01-01,1917,10-14-21-29-30,10,,12923650.05,1.0,10,14,21,29,30
2020-01-04,1918,3-9-11-15-34,8,,2000000.0,0.0,3,9,11,15,34
2020-01-08,1919,10-20-28-33-34,8,,2000000.0,0.0,10,20,28,33,34
2020-01-11,1920,4-9-10-12-20,10,,2000000.0,0.0,4,9,10,12,20
2020-01-15,1921,6-11-14-30-32,8,,2000000.0,0.0,6,11,14,30,32
2020-01-18,1922,3-5-13-17-33,8,,2394732.59,0.0,3,5,13,17,33
2020-01-22,1923,4-5-18-20-31,6,,2832750.76,1.0,4,5,18,20,31
2020-01-25,1924,6-8-23-25-35,4,,2000000.0,0.0,6,8,23,25,35
2020-01-29,1925,4-14-18-22-23,8,,2000000.0,0.0,4,14,18,22,23
2020-02-01,1926,1-10-13-19-30,5,,2000000.0,0.0,1,10,13,19,30
2020-02-05,1927,7-10-15-24-30,4,,2000000.0,0.0,7,10,15,24,30
2020-02-08,1928,1-6-24-30-32,6,,2347765.12,0.0,1,6,24,30,32
2020-02-12,1929,12-16-21-28-32,9,,2782240.24,1.0,12,16,21,28,32
2020-02-15,1930,8-12-29-32-35,7,,2000000.0,0.0,8,12,29,32,35
2020-02-19,1931,8-11-15-23-30,10,,2000000.0,0.0,8,11,15,23,30
2020-02-22,1932,4-5-11-13-26,1,,2000000.0,0.0,4,5,11,13,26
2020-02-26,1933,1-6-7-28-30,5,,2000000.0,0.0,1,6,7,28,30
2020-02-29,1934,18-21-29-30-32,2,,2208673.87,0.0,18,21,29,30,32
2020-03-04,1935,9-17-21-33-35,9,,2674890.25,0.0,9,17,21,33,35
2020-03-07,1936,1-4-9-10-33,2,,,,1,4,9,10,33
2020-03-11,1937,1-4-14-22-33,2,,3747080.86,0.0,1,4,14,22,33
2020-03-14,1938,3-6-11-27-31,10,,4371343.87,1.0,3,6,11,27,31
2020-03-18,1939,5-20-24-25-27,9,,2000000.0,1.0,5,20,24,25,27
2020-03-21,1940,6-8-15-25-26,9,,2000000.0,0.0,6,8,15,25,26
2020-03-25,1941,12-22-24-29-32,1,,2000000.0,0.0,12,22,24,29,32
2020-03-28,1942,13-19-28-31-35,6,,2000000.0,0.0,13,19,28,31,35
2020-06-03,1943,7-11-14-18-33,2,,2000000.0,0.0,7,11,14,18,33
2020-06-06,1944,4-6-9-27-29,1,,2000000.0,0.0,4,6,9,27,29
2020-06-10,1945,2-3-4-24-25,9,,2172820.79,0.0,2,3,4,24,25
2020-06-13,1946,2-10-25-33-35,6,,2566079.26,0.0,2,10,25,33,35
2020-06-17,1947,11-15-20-22-23,3,,2943362.57,0.0,11,15,20,22,23
2020-06-20,1948,9-11-15-22-30,1,,3426997.11,0.0,9,11,15,22,30
2020-06-24,1949,20-22-26-27-32,5,,3871914.07,1.0,20,22,26,27,32
2020-06-27,1950,7-16-19-23-34,4,,2000000.0,0.0,7,16,19,23,34
2020-07-01,1951,1-15-17-23-35,8,,2000000.0,0.0,1,15,17,23,35
2020-07-04,1952,1-10-13-25-28,6,,2000000.0,0.0,1,10,13,25,28
2020-07-08,1953,3-28-30-33-35,2,,2000000.0,0.0,3,28,30,33,35
2020-07-11,1954,7-13-21-25-30,9,,2215781.86,0.0,7,13,21,25,30
2020-07-15,1955,11-20-28-29-33,6,,2632496.82,0.0,11,20,28,29,33
2020-07-18,1956,2-5-13-20-29,6,,3188190.69,0.0,2,5,13,20,29
2020-07-22,1957,2-22-23-26-28,2,,3649689.02,0.0,2,22,23,26,28
2020-07-25,1958,1-11-21-22-32,10,,4248155.01,0.0,1,11,21,22,32
2020-07-29,1959,6-7-16-18-20,5,,4769729.58,0.0,6,7,16,18,20
2020-08-01,1960,3-14-23-24-29,5,,5454844.62,0.0,3,14,23,24,29
2020-08-05,1961,6-15-19-24-26,9,,6152712.54,0.0,6,15,19,24,26
2020-08-08,1962,6-11-13-28-33,8,,7008090.79,0.0,6,11,13,28,33
2020-08-12,1963,22-24-27-28-34,1,,7784266.93,0.0,22,24,27,28,34
2020-08-15,1964,4-9-18-19-30,2,,8825780.62,1.0,4,9,18,19,30
2020-08-19,1965,14-17-19-24-28,1,,2000000.0,0.0,14,17,19,24,28
2020-08-22,1966,6-11-12-14-34,4,,2000000.0,0.0,6,11,12,14,34
2020-08-26,1967,5-6-16-22-32,9,,2000000.0,0.0,5,6,16,22,32
2020-08-29,1968,5-8-13-17-30,7,,2000000.0,0.0,5,8,13,17,30
2020-09-02,1969,4-7-25-29-31,7,,2194532.62,0.0,4,7,25,29,31
2020-09-05,1970,12-17-22-26-33,7,,2738363.61,0.0,12,17,22,26,33
2020-09-09,1971,3-7-8-28-33,10,,3206442.21,0.0,3,7,8,28,33
2020-09-12,1972,1-10-20-31-32,7,,3801771.44,0.0,1,10,20,31,32
2020-09-16,1973,14-18-20-27-29,10,,4353516.22,0.0,14,18,20,27,29
2020-09-19,1974,1-2-8-21-32,3,,5065073.44,1.0,1,2,8,21,32
2020-09-23,1975,9-17-18-21-22,3,,2000000.0,0.0,9,17,18,21,22
2020-09-26,1976,6-16-23-24-26,8,,2000000.0,0.0,6,16,23,24,26
2020-09-30,1977,16-22-25-30-33,9,,2000000.0,0.0,16,22,25,30,33
2020-10-03,1978,1-3-9-19-30,10,,2000000.0,0.0,1,3,9,19,30
2020-10-07,1979,2-5-16-26-33,2,,2301727.61,0.0,2,5,16,26,33
2020-10-10,1980,13-15-16-27-29,1,,2869810.3,0.0,13,15,16,27,29
2020-10-14,1981,3-17-26-28-32,6,,3346477.66,0.0,3,17,26,28,32
2020-10-17,1982,2-4-19-31-35,6,,4012137.6,0.0,2,4,19,31,35
2020-10-21,1983,13-21-23-34-35,3,,4559433.03,0.0,13,21,23,34,35
2020-10-24,1984,5-7-10-19-28,5,,5308272.08,1.0,5,7,10,19,28
2020-10-28,1985,14-19-21-26-27,8,,2000000.0,0.0,14,19,21,26,27
2020-10-31,1986,1-2-7-20-25,3,,2000000.0,0.0,1,2,7,20,25
2020-11-04,1987,7-16-20-23-25,8,,2000000.0,0.0,7,16,20,23,25
2020-11-07,1988,17-22-26-31-32,10,,2000000.0,0.0,17,22,26,31,32
2020-11-11,1989,3-13-24-26-34,1,,2263564.19,0.0,3,13,24,26,34
2020-11-18,1990,2-3-5-15-19,7,,2878290.27,0.0,2,3,5,15,19
2020-11-21,1991,2-12-27-28-33,1,,3452436.02,1.0,2,12,27,28,33
2020-11-25,1992,8-20-25-29-35,2,,2000000.0,0.0,8,20,25,29,35
2020-11-28,1993,13-20-26-27-35,7,,2000000.0,0.0,13,20,26,27,35
2020-12-02,1994,5-7-12-19-27,4,,2000000.0,0.0,5,7,12,19,27
2020-12-05,1995,6-15-20-21-22,6,,2000000.0,0.0,6,15,20,21,22
2020-12-09,1996,10-14-22-26-32,10,,2267330.45,0.0,10,14,22,26,32
2020-12-12,1997,8-21-26-32-33,9,,2809353.46,0.0,8,21,26,32,33
2020-12-16,1998,9-17-19-27-31,6,,3304314.11,0.0,9,17,19,27,31
2020-12-19,1999,8-11-16-19-31,9,,3986673.96,0.0,8,11,16,19,31
2020-12-23,2000,8-11-16-23-25,1,,4667144.51,0.0,8,11,16,23,25
2020-12-26,2001,11-16-17-33-35,1,,5236073.71,0.0,11,16,17,33,35
2020-12-30,2002,8-14-15-24-29,6,,6098524.81,0.0,8,14,15,24,29
2021-01-02,2003,6-10-13-14-19,7,,7060621.09,0.0,6,10,13,14,19
2021-01-06,2004,4-28-29-30-31,3,,8073084.17,0.0,4,28,29,30,31
2021-01-09,2005,8-11-17-27-29,3,,9356973.45,0.0,8,11,17,27,29
2021-01-13,2006,4-5-9-10-18,7,,10648444.08,1.0,4,5,9,10,18
2021-01-16,2007,5-12-27-32-35,2,,2000000.0,0.0,5,12,27,32,35
2021-01-20,2008,1-16-19-22-23,5,,2000000.0,0.0,1,16,19,22,23
2021-01-23,2009,6-11-21-33-34,4,,2000000.0,0.0,6,11,21,33,34
2021-01-27,2010,2-13-15-29-35,7,,2000000.0,0.0,2,13,15,29,35
2021-01-30,2011,2-10-22-30-33,8,,2590857.89,0.0,2,10,22,30,33
2021-02-03,2012,13-14-20-22-23,2,,3121926.8,0.0,13,14,20,22,23
2021-02-06,2013,9-14-21-23-28,10,,3759714.86,0.0,9,14,21,23,28
2021-02-10,2014,5-8-10-28-30,2,,4326177.69,0.0,5,8,10,28,30
2021-02-13,2015,1-2-4-23-32,7,,5067317.43,3.0,1,2,4,23,32
2021-02-17,2016,3-15-16-22-32,1,,2000000.0,0.0,3,15,16,22,32
2021-02-20,2017,1-6-8-22-30,1,,2000000.0,0.0,1,6,8,22,30
2021-02-24,2018,2-18-19-20-27,7,,2000000.0,0.0,2,18,19,20,27
2021-02-27,2019,13-15-22-23-32,10,,2000000.0,1.0,13,15,22,23,32
2021-03-03,2020,1-5-11-30-32,5,,2000000.0,0.0,1,5,11,30,32
2021-03-06,2021,3-6-7-10-14,9,,2000000.0,0.0,3,6,7,10,14
2021-03-10,2022,4-6-10-11-23,7,,2000000.0,0.0,4,6,10,11,23
2021-03-13,2023,3-4-12-15-18,2,,2000000.0,0.0,3,4,12,15,18
2021-03-17,2024,4-9-15-21-26,5,,2000000.0,0.0,4,9,15,21,26
2021-03-20,2025,6-15-17-27-35,5,,2000000.0,0.0,6,15,17,27,35
2021-03-24,2026,10-17-25-27-35,8,,2000000.0,0.0,10,17,25,27,35
2021-03-27,2027,5-20-32-34-35,7,,2445006.56,0.0,5,20,32,34,35
2021-03-31,2028,11-22-24-33-35,6,,2885514.16,0.0,11,22,24,33,35
2021-04-03,2029,12-13-17-25-27,10,,3502627.78,0.0,12,13,17,25,27
2021-04-07,2030,3-5-15-24-29,3,,4070048.61,0.0,3,5,15,24,29
2021-04-10,2031,2-7-24-26-28,2,,4814817.2,0.0,2,7,24,26,28
2021-04-14,2032,9-19-20-32-34,8,,5516176.95,1.0,9,19,20,32,34
2021-04-17,2033,1-5-20-25-29,3,,2000000.0,0.0,1,5,20,25,29
2021-04-21,2034,2-18-20-23-32,1,,2000000.0,0.0,2,18,20,23,32
2021-04-24,2035,5-17-21-26-30,3,,2000000.0,0.0,5,17,21,26,30
2021-04-28,2036,10-15-17-23-28,8,,2000000.0,0.0,10,15,17,23,28
2021-05-01,2037,12-16-27-28-33,4,,,,12,16,27,28,33
2021-05-05,2038,4-11-13-20-28,9,,2931678.08,0.0,4,11,13,20,28
2021-05-08,2039,4-5-8-24-35,1,,3506726.98,0.0,4,5,8,24,35
2021-05-12,2040,11-17-19-23-31,3,,4048253.4,0.0,11,17,19,23,31
2021-05-15,2041,3-9-21-25-33,10,,4660665.79,0.0,3,9,21,25,33
2021-08-11,2042,3-6-24-27-32,6,,7409036.0,0.0,3,6,24,27,32
2021-08-14,2043,12-13-22-32-35,2,,8195651.22,0.0,12,13,22,32,35
2021-08-18,2044,3-5-16-20-24,5,,8931136.66,0.0,3,5,16,20,24
2021-08-21,2045,1-8-22-32-33,7,,9931381.34,0.0,1,8,22,32,33
2021-08-25,2046,17-18-23-25-28,10,,10853983.69,0.0,17,18,23,25,28
2021-08-28,2047,14-15-20-32-33,10,,12041239.15,0.0,14,15,20,32,33
2021-09-01,2048,14-21-22-31-33,8,,13100564.89,1.0,14,21,22,31,33
2021-09-04,2049,1-2-6-8-17,2,,2000000.0,0.0,1,2,6,8,17
2021-09-08,2050,16-21-22-26-35,1,,2000000.0,0.0,16,21,22,26,35
2021-09-11,2051,13-14-20-26-34,6,,2000000.0,1.0,13,14,20,26,34
2021-09-15,2052,4-7-13-18-19,7,,2000000.0,0.0,4,7,13,18,19
2021-09-18,2053,2-12-16-27-30,1,,2000000.0,0.0,2,12,16,27,30
2021-09-22,2054,8-20-27-30-31,10,,2000000.0,0.0,8,20,27,30,31
2021-09-25,2055,5-8-17-28-31,5,,2000000.0,0.0,5,8,17,28,31
2021-09-29,2056,7-15-20-22-29,10,,2300520.06,0.0,7,15,20,22,29
2021-10-02,2057,2-20-25-31-32,8,,2892466.66,0.0,2,20,25,31,32
2021-10-06,2058,5-17-18-29-33,4,,3399016.07,0.0,5,17,18,29,33
2021-10-09,2059,4-8-16-26-32,4,,4051234.27,0.0,4,8,16,26,32
2021-10-13,2060,3-16-17-20-35,7,,4586008.69,0.0,3,16,17,20,35
2021-10-16,2061,3-4-6-21-25,2,,5330422.02,0.0,3,4,6,21,25
2021-10-20,2062,11-17-21-28-32,8,,6004027.92,0.0,11,17,21,28,32
2021-10-23,2063,1-12-16-23-26,1,,6840808.12,0.0,1,12,16,23,26
2021-10-27,2064,10-11-13-22-27,2,,7628082.36,0.0,10,11,13,22,27
2021-10-30,2065,3-6-7-28-35,2,,8658624.7,0.0,3,6,7,28,35
2021-11-03,2066,10-17-21-26-30,8,,9674083.13,0.0,10,17,21,26,30
2021-11-06,2067,10-17-18-22-33,4,,10854219.17,0.0,10,17,18,22,33
2021-11-10,2068,1-2-17-20-23,8,,12018884.15,1.0,1,2,17,20,23
2021-11-13,2069,2-7-13-19-30,7,,2000000.0,1.0,2,7,13,19,30
2021-11-17,2070,12-19-22-28-31,7,,2000000.0,0.0,12,19,22,28,31
2021-11-20,2071,1-13-21-27-31,3,,2000000.0,0.0,1,13,21,27,31
2021-11-24,2072,2-3-7-16-28,2,,2000000.0,0.0,2,3,7,16,28
2021-11-27,2073,5-6-7-8-21,7,,2000000.0,0.0,5,6,7,8,21
2021-12-01,2074,8-12-13-19-30,2,,,,8,12,13,19,30
2021-12-04,2075,10-15-17-18-20,8,,2900565.48,0.0,10,15,17,18,20
2021-12-08,2076,12-18-22-28-33,10,,3405449.97,0.0,12,18,22,28,33
2021-12-11,2077,1-6-13-20-30,8,,3996510.05,0.0,1,6,13,20,30
2021-12-15,2078,2-16-29-33-35,9,,4564083.98,0.0,2,16,29,33,35
2021-12-18,2079,2-11-12-25-26,7,,5303273.32,0.0,2,11,12,25,26
2021-12-22,2080,2-9-25-27-29,5,,6018742.89,0.0,2,9,25,27,29
2021-12-29,2081,3-12-23-25-33,5,,7048185.67,0.0,3,12,23,25,33
2022-01-01,2082,3-7-12-17-27,2,,7817158.08,0.0,3,7,12,17,27
2022-01-05,2083,3-16-17-21-23,6,,8710484.94,0.0,3,16,17,21,23
2022-01-08,2084,3-12-15-19-25,8,,9814507.22,0.0,3,12,15,19,25
2022-01-12,2085,6-11-14-15-33,9,,10876656.7,0.0,6,11,14,15,33
2022-01-15,2086,2-10-19-21-22,7,,12231191.66,2.0,2,10,19,21,22
2022-01-19,2087,1-4-10-18-23,4,,2000000.0,0.0,1,4,10,18,23
2022-01-22,2088,1-5-20-21-32,9,,2000000.0,0.0,1,5,20,21,32
2022-01-26,2089,13-15-21-24-34,9,,2000000.0,0.0,13,15,21,24,34
2022-01-29,2090,1-16-17-25-30,8,,2000000.0,0.0,1,16,17,25,30
2022-02-02,2091,1-2-12-17-23,1,,2429413.43,0.0,1,2,12,17,23
2022-02-05,2092,2-12-16-26-28,1,,2992685.94,0.0,2,12,16,26,28
2022-02-09,2093,3-4-5-9-12,10,,3480438.86,0.0,3,4,5,9,12
2022-02-12,2094,12-16-17-19-31,5,,4115348.76,0.0,12,16,17,19,31
2022-02-16,2095,1-6-12-22-27,6,,,,1,6,12,22,27
2022-02-19,2096,9-18-23-31-32,10,,5164973.39,0.0,9,18,23,31,32
2022-02-23,2097,5-6-27-29-31,5,,5793894.03,1.0,5,6,27,29,31
2022-02-26,2098,4-17-22-25-30,7,,2000000.0,0.0,4,17,22,25,30
2022-03-02,2099,11-17-18-28-35,10,,2000000.0,0.0,11,17,18,28,35
2022-03-05,2100,3-4-7-21-30,10,,2000000.0,0.0,3,4,7,21,30
2022-03-09,2101,1-7-11-14-34,10,,2000000.0,0.0,1,7,11,14,34
2022-03-12,2102,1-4-5-7-23,2,,2425436.21,0.0,1,4,5,7,23
2022-03-16,2103,17-22-23-24-33,10,,2875220.63,0.0,17,22,23,24,33
2022-03-19,2104,1-5-11-24-29,7,,3454657.92,0.0,1,5,11,24,29
2022-03-23,2105,3-6-11-15-28,3,,3947445.11,0.0,3,6,11,15,28
2022-03-26,2106,2-8-9-10-23,9,,4575991.29,1.0,2,8,9,10,23
2022-04-02,2107,4-9-11-17-34,9,,2000000.0,0.0,4,9,11,17,34
2022-04-06,2108,8-10-24-28-32,10,,2000000.0,0.0,8,10,24,28,32
2022-04-09,2109,5-8-13-17-20,4,,2000000.0,0.0,5,8,13,17,20
2022-04-13,2110,16-19-20-32-34,1,,2000000.0,0.0,16,19,20,32,34
2022-04-16,2111,2-11-15-30-35,1,,2238763.98,0.0,2,11,15,30,35
2022-04-20,2112,2-9-25-30-33,7,,,,2,9,25,30,33
2022-04-23,2113,2-21-24-29-31,1,,3098219.75,0.0,2,21,24,29,31
2022-04-27,2114,1-2-28-33-35,5,,,,1,2,28,33,35
2022-04-30,2115,5-12-25-26-27,1,,4099755.25,0.0,5,12,25,26,27
2022-05-04,2116,5-14-22-24-31,1,,4565442.96,0.0,5,14,22,24,31
2022-05-07,2117,1-9-11-26-30,7,,5248398.42,0.0,1,9,11,26,30
2022-05-11,2118,1-4-22-23-27,1,,5831639.99,0.0,1,4,22,23,27
2022-05-14,2119,4-16-19-25-34,6,,6609514.71,0.0,4,16,19,25,34
2022-05-18,2120,1-2-4-7-28,10,,7353689.92,0.0,1,2,4,7,28
2022-05-21,2121,1-12-26-29-31,7,,8273217.52,0.0,1,12,26,29,31
2022-05-25,2122,2-4-9-10-25,2,,9169283.1,0.0,2,4,9,10,25
2022-05-28,2123,12-13-16-33-34,4,,10349235.22,0.0,12,13,16,33,34
2022-06-01,2124,6-15-23-25-32,8,,11419548.02,0.0,6,15,23,25,32
2022-06-04,2125,1-3-9-23-32,3,,,,1,3,9,23,32
2022-06-08,2126,2-4-13-26-31,2,,14046257.47,0.0,2,4,13,26,31
2022-06-11,2127,2-6-8-33-35,10,,15695394.46,1.0,2,6,8,33,35
2022-06-15,2128,8-12-14-16-21,4,,2000000.0,0.0,8,12,14,16,21
2022-06-18,2129,4-5-15-25-33,9,,2000000.0,0.0,4,5,15,25,33
2022-06-22,2130,3-17-25-26-27,9,,2000000.0,0.0,3,17,25,26,27
2022-06-25,2131,3-5-12-22-33,5,,2000000.0,0.0,3,5,12,22,33
2022-06-29,2132,8-12-19-20-27,3,,2000000.0,0.0,8,12,19,20,27
2022-07-02,2133,14-20-22-25-30,6,,2077386.98,0.0,14,20,22,25,30
2022-07-06,2134,1-19-28-30-31,1,,2616051.52,0.0,1,19,28,30,31
2022-07-09,2135,9-20-21-22-31,2,,3060684.13,0.0,9,20,21,22,31
2022-07-13,2136,1-6-20-23-34,9,,3613696.43,0.0,1,6,20,23,34
2022-07-16,2137,6-8-11-20-23,4,,4099555.45,0.0,6,8,11,20,23
2022-07-20,2138,4-8-11-21-22,4,,4729252.82,0.0,4,8,11,21,22
2022-07-23,2139,15-19-21-23-34,8,,5270873.48,0.0,15,19,21,23,34
2022-07-27,2140,8-14-17-18-27,2,,6573550.32,0.0,8,14,17,18,27
2022-07-30,2141,1-4-18-23-35,5,,7415423.19,0.0,1,4,18,23,35
2022-08-03,2142,10-12-25-26-27,6,,8120649.99,0.0,10,12,25,26,27
2022-08-06,2143,9-17-18-19-26,7,,9077046.7,1.0,9,17,18,19,26
2022-08-10,2144,1-6-11-21-33,10,,2000000.0,0.0,1,6,11,21,33
2022-08-13,2145,8-18-22-30-35,3,,2000000.0,0.0,8,18,22,30,35
2022-08-17,2146,1-3-6-25-26,1,,2000000.0,0.0,1,3,6,25,26
2022-08-20,2147,23-24-26-28-31,5,,2000000.0,0.0,23,24,26,28,31
2022-08-24,2148,2-6-10-14-19,8,,2000000.0,0.0,2,6,10,14,19
2022-08-27,2149,6-11-12-25-28,2,,2149356.84,1.0,6,11,12,25,28
2022-08-31,2150,6-7-11-24-31,1,,2000000.0,0.0,6,7,11,24,31
2022-09-03,2151,2-9-11-19-24,9,,2000000.0,0.0,2,9,11,19,24
2022-09-07,2152,8-11-19-22-24,4,4.0,2000000.0,0.0,8,11,19,22,24
2022-09-10,2153,5-6-15-18-19,6,10.0,2000000.0,0.0,5,6,15,18,19
2022-09-14,2154,8-11-12-26-31,3,20.0,2000000.0,0.0,8,11,12,26,31
2022-09-17,2155,9-10-26-27-28,9,4.0,2220362.09,0.0,9,10,26,27,28
2022-09-21,2156,3-7-8-21-24,9,20.0,2516837.13,0.0,3,7,8,21,24
2022-09-24,2157,4-6-13-15-34,10,10.0,2920583.23,0.0,4,6,13,15,34
2022-09-28,2158,1-3-22-28-31,3,5.0,3296879.57,0.0,1,3,22,28,31
2022-10-01,2159,1-7-10-11-15,1,4.0,3799446.3,1.0,1,7,10,11,15
2022-10-05,2160,3-6-7-24-26,8,4.0,2000000.0,0.0,3,6,7,24,26
2022-10-08,2161,2-4-5-29-34,5,4.0,2000000.0,0.0,2,4,5,29,34
2022-10-12,2162,10-15-16-17-19,6,4.0,2000000.0,0.0,10,15,16,17,19
2022-10-15,2163,6-9-11-31-34,5,20.0,2000000.0,0.0,6,9,11,31,34
2022-10-19,2164,2-3-11-27-34,9,3.0,2000000.0,0.0,2,3,11,27,34
2022-10-22,2165,4-16-22-25-33,6,10.0,2365511.66,1.0,4,16,22,25,33
2022-10-26,2166,5-19-27-30-33,1,5.0,2000000.0,0.0,5,19,27,30,33
2022-10-29,2167,12-18-23-26-35,5,4.0,2000000.0,0.0,12,18,23,26,35
2022-11-02,2168,1-2-13-27-29,4,4.0,2000000.0,0.0,1,2,13,27,29
2022-11-05,2169,1-5-9-20-22,1,3.0,2000000.0,0.0,1,5,9,20,22
2022-11-09,2170,2-6-18-21-27,5,4.0,2000000.0,0.0,2,6,18,21,27
2022-11-12,2171,5-12-14-22-24,1,3.0,2355255.97,0.0,5,12,14,22,24
2022-11-16,2172,11-12-24-26-35,8,4.0,2739854.45,0.0,11,12,24,26,35
2022-11-19,2173,19-20-21-29-35,9,10.0,3209458.52,0.0,19,20,21,29,35
2022-11-23,2174,13-20-24-29-35,1,4.0,3598652.62,0.0,13,20,24,29,35
2022-11-26,2175,11-13-23-24-33,4,4.0,4102861.59,0.0,11,13,23,24,33
2022-11-30,2176,5-8-15-30-32,10,4.0,4553534.29,0.0,5,8,15,30,32
2022-12-03,2177,3-9-23-27-35,4,4.0,5162878.01,0.0,3,9,23,27,35
2022-12-07,2178,2-6-14-22-31,2,20.0,5676244.88,0.0,2,6,14,22,31
2022-12-10,2179,8-12-20-25-30,5,3.0,6310533.37,0.0,8,12,20,25,30
2022-12-14,2180,1-3-4-26-34,5,3.0,6906750.24,0.0,1,3,4,26,34
2022-12-17,2181,11-18-20-23-34,6,20.0,7718465.56,1.0,11,18,20,23,34
2022-12-21,2182,2-10-21-22-24,1,3.0,2000000.0,0.0,2,10,21,22,24
